ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
11138,08/04/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tulare,Tulare ,36.24753,-119.324482,,"No, trucking in water
",,,2,07/16/2021,Not sure,08/04/2021,Outage,Inland
11139,08/04/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Madera,Madera,,,,"No, trucking in water
",,,,,Not sure,08/04/2021,Outage,Inland
11140,08/04/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Madera,Madera,36.999339,-120.070352,,"No, trucking in water
",,,,,,08/04/2021,Outage,Inland
11141,08/04/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Madera,Madera,37.038863,-120.001334,400,"No, trucking in water
",,,0,07/27/2021,Not sure,08/04/2021,Outage,Inland
11142,08/04/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Pump company flow rate test = 0.71 gpm rural residential well
",08/03/2021,Madera,COARSEGOLD,37.260237,-119.705471,425 feet,"We plan to drill deeper
",,"We will contact local well driller to drill existing well deeper.  Well was originally drilled in 1990 or 1991. 250 feet deep.  It was drilled deeper to 425 in December 2005 after the pumping rate diminished.  I have a picture of well log but not available as I fill out this report.  Depth to water this morning was 204 feet.  It drops quickly when 10 gpm rated pump is running.  The location identified on the interactive map is correct.  For now we should have an adequate amount of water for household interior use.  Our outside water use is already minimal, we may cut that even more.  Estimate of yield of well in December 2005 was 50 gpm.",204 feet,08/04/2021, more than 90%,08/04/2021,Outage,Inland
11143,08/05/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
",07/29/2021,Butte,Chico,39.753932,-121.877256,?,"No, on drilling wait list
",,"there are two wells on property: the ag well I was using for plants and house (:I own a nursery on one acre) is apparently dry: the pump (3hp?) is pumping air mostly.
The residential well is I think 65 feet deep with a 1 or 1.5 hp pump.Since the ag well dried, I put that one in service, but pressure is very low, and I do not know how long it will hold , if I have to water the whole nursery with it+ my house.
I do need the ag well for the nursery...I need water to make a living...",?,,It's no longer producing any water,08/05/2021,Outage,Inland
11144,08/05/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Madera,madera,36.918523,-120.022688,,"No, trucking in water
",,,0,07/26/2021,Not sure,08/05/2021,Outage,Inland
11145,08/05/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/30/2021,Tehama,Corning ,39.903813,-122.173685,110 feet,"No, getting water from our neighbors with a hose
,Getting water from free locations 
,No, cannot afford to finance solutions
",,,0.0,08/02/2021,It's no longer producing any water,08/05/2021,Outage,Inland
11146,08/05/2021,Undefined, Need to drop well ,Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
,Well pump has stopped and need to have well dropped no water 
",,Tehama,Corning,39.940653,-122.165363,200 feet ,"No waiting for well guy to drop and replace pump
",Not sure waiting for well guy to come out ,,80 feet,,,08/05/2021,Outage,Inland
11147,08/05/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,Tulare,Three Rivers ,36.452365,-118.903497,,"No, trucking in water
",,,0,06/30/2021,Not sure,08/05/2021,Outage,Inland
11148,08/05/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/01/2021,Butte,Chico,39.698628,-121.883994,50,"No, on drilling wait list
","$30,000",I need a source to get water from for my storage tank without having to hire a trucking/ hauling company. ,,,,08/05/2021,Outage,Inland
11149,08/05/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
",07/01/2021,Tulare,Exeter,36.252653,-119.171635,160,"No, trucking in water
",CA,,150,07/06/2021,It's no longer producing any water,08/05/2021,Resolved,Inland
11150,08/05/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
,Reduction in water pressure, lower flows.
",07/01/2021,Kings,Hanford,36.283247,-119.637351,100,"No, trucking in water
",CA,,90,07/23/2021,"Yes, about a 30-40% reduction",08/05/2021,Outage,Inland
11151,08/05/2021,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
",07/01/2021,Madera,Madera,36.992757,-119.874726,260,"No, trucking in water
",CA,,245,07/19/2021,"Yes, about a 30-40% reduction",08/05/2021,Resolved,Inland
11152,08/05/2021,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
,Reduction in water pressure, lower flows.
",07/01/2021,Fresno,Sanger,36.70646,-119.539211,45,"No, trucking in water
",CA,,42,07/22/2021,It's no longer producing any water,08/05/2021,Outage,Inland
11153,08/05/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
,Reduction in water pressure, lower flows.
",07/01/2021,Fresno,Fresno,36.753441,-119.852962,100,"No, trucking in water
",CA,,98,07/20/2021,It's no longer producing any water,08/05/2021,Resolved,Inland
11154,08/06/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",07/01/2021,Stanislaus,Modesto,37.522077,-121.048841,29,"No, trucking in water
",CA,,23,07/28/2021,"Yes, about a 30-40% reduction",08/06/2021,Resolved,Inland
11155,08/06/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
",07/01/2021,Fresno,Reedley,36.632247,-119.381144,130,"No, trucking in water
",CA,,126,07/27/2021,"Yes, about a 30-40% reduction",08/06/2021,Outage,Inland
11156,08/06/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/15/2021,Butte,foresrt ranch,39.835132,-121.668829,140,"No, getting water from our neighbors with a hose
",,,140,,It's no longer producing any water,08/06/2021,Outage,Inland
11157,08/06/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/28/2021,Tehama,Red Bluff,40.193396,-122.205547,70,"No, on drilling wait list
,No, cannot afford to finance solutions
",,,70,08/02/2021,Not sure,08/06/2021,Outage,Inland
11158,08/06/2021,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",05/06/2021,San Luis Obispo,TEMPLETON,35.532486,-120.792902,,"DRY HOLE
",,,,,,08/06/2021,Outage,Southern
11159,08/06/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Merced,Le Grand,37.240106,-120.253784,300,"No, trucking in water
",CA,,,,It's no longer producing any water,08/06/2021,Outage,Inland
11160,08/06/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tulare,Visalia,36.414939,-119.227296,180,"No, trucking in water
",CA,,,,It's no longer producing any water,08/06/2021,Outage,Inland
11161,08/06/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",07/01/2021,Tulare,Visalia,36.373329,-119.301346,140,"No, trucking in water
",CA,,124,07/27/2021,"Yes, about a 30-40% reduction",08/06/2021,Outage,Inland
11162,08/06/2021,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Fresno,fresno,36.678292,-119.777827,90,"No, trucking in water
",,,0,07/30/2021,Not sure,08/06/2021,Resolved,Inland
11163,08/06/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
,Well is pumping sand, muddy water.
,Reduction in water pressure, lower flows.
",07/01/2021,Tulare,Tulare,36.202876,-119.257441,190,"No, trucking in water
",CA,,178,07/21/2021,It's no longer producing any water,08/06/2021,Outage,Inland
11164,08/06/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/15/2021,Tulare,Exeter,36.262445,-119.100715,,"No, trucking in water
",,My health is bad,?,,It's no longer producing any water,08/06/2021,Outage,Inland
11165,08/07/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/02/2021,Tehama,Corning,39.843379,-122.167713,122,"No, cannot afford to finance solutions
",,,120',08/07/2021,It's no longer producing any water,08/07/2021,Outage,Inland
11167,08/08/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",07/23/2021,Shasta,Whitmore ,40.632334,-121.91768,170 ,"Cut back on usage 
",,,,,Not sure,08/08/2021,Outage,Inland
11168,08/08/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/22/2021,Siskiyou,Callahan,41.362428,-122.831627,30 feet,"No, trucking in water
",,,30 feet,,Not sure,08/08/2021,Outage,Inland
11169,08/09/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tulare,Visalia,36.360832,-119.191297,53,"No, trucking in water
",CA,,,06/29/2021,It's no longer producing any water,08/09/2021,Resolved,Inland
11170,08/09/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/16/2021,Madera,Madera,36.999345,-120.090414,280,"No, trucking in water
",,,0,07/28/2021,Not sure,08/09/2021,Resolved,Inland
11171,08/09/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/01/2021,Glenn,Orland,39.768891,-122.241154,127,"No, on drilling wait list
",,,,,"Yes, about a 30-40% reduction",08/09/2021,Outage,Inland
11172,08/09/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",07/15/2021,Tehama,Corning,39.945684,-122.193987,,"No, cannot afford to finance solutions
",,,,,Not sure,08/09/2021,Outage,Inland
11173,08/09/2021,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",08/01/2013,Butte,Forest Ranch,39.87991,-121.66848,unknown,"No, cannot afford to finance solutions
",,,,,It's no longer producing any water,08/09/2021,Outage,Inland
11174,08/09/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Tulare,Dinuba,36.511063,-119.467243,,"No, trucking in water
",,,10,07/30/2021,Not sure,08/09/2021,Outage,Inland
11175,08/09/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",,Butte,Oroville,39.383556,-121.581966,75,"No, on drilling wait list
",,,,,,08/09/2021,Outage,Inland
11176,08/09/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Madera,Madera,37.03324,-119.993737,342,"No, trucking in water
",CA,,,07/15/2021,It's no longer producing any water,08/09/2021,Outage,Inland
11177,08/09/2021,Resolved, Well Collapsed,Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Madera,Madera,36.996346,-120.072494,293,"No, trucking in water
",CA,,,,It's no longer producing any water,08/09/2021,Resolved,Inland
11178,08/09/2021,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/31/2021,Fresno,Laton,36.431572,-119.705602,120,"No, on drilling wait list
",,,120,08/02/2021,It's no longer producing any water,08/09/2021,Outage,Inland
11179,08/09/2021,Undefined, Well collapsed,Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well collapsed
,Well is pumping sand, muddy water.
",07/01/2021,Madera,Madera,36.99036,-119.978268,400,"No, trucking in water
",CA,,,,"Yes, about a 30-40% reduction",08/09/2021,Outage,Inland
11180,08/09/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/03/2021,Tehama,Red Bluff,40.118502,-122.197252,,"No
",,,,,It's no longer producing any water,08/09/2021,Outage,Inland
11181,08/10/2021,Undefined, Collapsed Well,Household,owner-occupied,"Collapsed Well
",07/01/2021,Madera,Madera,37.033946,-119.99817,400,"No, trucking in water
",CA,,,, Well Collapsed,08/10/2021,Outage,Inland
11182,08/10/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Fresno,Fresno,36.623118,-119.822191,132,"No, trucking in water
",CA,,,,It's no longer producing any water,08/10/2021,Resolved,Inland
11183,08/10/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2021,Merced,merced,37.337323,-120.43874,110,"No, trucking in water
",,,4,07/22/2021,Not sure,08/10/2021,Outage,Inland
11184,08/10/2021,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2021,Tulare,Tulare,36.218011,-119.104195,180,"No, trucking in water
",CA,,,,It's no longer producing any water,08/10/2021,Outage,Inland
11185,08/10/2021,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/16/2021,Madera,Madera,36.995461,-120.039712,,"No, trucking in water
",,,0,07/21/2021,Not sure,08/10/2021,Resolved,Inland
